"ID","中文名稱","英文名稱","等級","HP","種族","體型","屬性","經驗值","職業經驗值","防禦","魔防","100%命中(僅供參考)","95%迴避(僅供參考)","掉落物","出沒地"
"2890","憤怒艾斯蜘蛛","C4_ARGOS","56","21,840","昆蟲","大","毒 1","37290","10442","58","8","281","257","昆蟲後腳(12.5%), 樹皮褲(0.4%), 綠色藥草(16.75%), 艾斯蜘蛛卡片(0.05%), 蒼蠅翅膀(25.0%), 蜘蛛絲(100.0%), 鋁原石(1.55%), 雪勒結晶(30.0%)","mjolnir_10(妙勒尼山脈南區)"
"1042","綠蒼蠅","STEEL_CHONCHON","57","3,368","昆蟲","小","風 1","2592","729","57","20","321","286","(服飾)糞便帽(歸屬)(???%), 亞伯雷弓[2](2詞條)(???%), 加勒結晶(12.0%), 堅硬外殼(45.0%), 堅硬外皮(0.15%), 綠蒼蠅卡片(0.01%), 蒼蠅翅膀(5.0%), 鋼鐵(0.15%), 鐵(1.0%), 風靈礦石(0.45%)","maz_d01_a(迷宮森林1樓), maz_d01_b(迷宮森林1樓), maz_d01_z(迷宮森林1樓), moc_fild03(蘇克拉特沙漠), moc_fild13(蘇克拉特沙漠), orc_d01_a(獸人地下洞窟1樓), orc_d01_b(獸人地下洞窟1樓), orc_d01_z(獸人地下洞窟1樓), orc_d02_a(獸人地下洞窟2樓), orc_d02_b(獸人地下洞窟2樓), orc_d02_z(獸人地下洞窟2樓), orcsdun01(獸人地下洞窟1樓), orcsdun02(獸人地下洞窟2樓), prt_maze01(迷宮森林1樓)"
"1069","異變魚","SWORD_FISH","57","2,203","魚貝","大","水 2","2113","","52","12","316","276","圓柄馬刀[3](???%), 武士刀[4](0.13%), 水靈原石(0.05%), 獸角頭飾(0.01%), 異變魚卡片(0.01%), 神之金屬原石(0.17%), 銳利麟片(45.0%), 鋁原石(0.25%), 鰓刺(3.0%)","iz_d03_a(海盜地洞密穴4樓), iz_d03_b(海盜地洞密穴4樓), iz_d03_z(海盜地洞密穴4樓), iz_d04_a(海盜地洞密穴5樓), iz_d04_b(海盜地洞密穴5樓), iz_d04_z(海盜地洞密穴5樓), iz_dun03(海底洞穴4樓), iz_dun04(海底洞穴5樓)"
"1122","刺刀哥布靈","GOBLIN_1","57","3,785","人形","中","風 1","2271","419","56","5","313","266","(服飾)笑臉面具(歸屬)(???%), 哥布靈卡片(0.01%), 哥布靈面具(0.02%), 圓盾[1](0.03%), 德克短劍[3](0.05%), 神之金屬原石(0.22%), 紅色藥草(9.0%), 蒼蠅翅膀(5.0%), 雪勒結晶(45.0%)","gef_f11_a(吉芬區域), gef_f11_b(吉芬區域), gef_f11_z(吉芬區域), gef_fild11(吉芬區域), prt_f11_a(普隆德拉區域), prt_f11_b(普隆德拉區域), prt_f11_z(普隆德拉區域), prt_fild11(普隆德拉區域)"
"1214","巧克猴","CHOCO","57","3,368","動物","小","火 1","","","70","30","306","275","天地樹果實(0.01%), 巧克猴卡片(0.01%), 猴子尾巴(35.0%), 猴子指甲(26.68%), 鋁(0.27%), 香蕉(25.0%), 香蕉汁(5.0%), 魔物香蕉(0.1%)","maz_d01_a(迷宮森林1樓), maz_d01_b(迷宮森林1樓), maz_d01_z(迷宮森林1樓), prt_maze01(迷宮森林1樓), um_fild02(汶巴拉滬家森林), um_fild04(汶巴拉滬家叢林)"
"1254","奈吉鳥","RAGGLER","57","3,368","動物","小","風 1","2592","729","56","10","304","290","三叉戟[3](???%), 奈吉鳥卡片(0.01%), 神之金屬原石(0.16%), 羽毛(25.0%), 蒼蠅翅膀(5.0%), 賽依伐(15.0%), 防風皮革眼鏡[1](0.04%), 集中藥水(1.0%), 風靈礦石(0.45%)","cmd_fild07(發樂斯燈塔)"
"1323","海獺","SEE_OTTER","57","5,041","動物","中","水 3","2592","729","31","18","293","277","海獺卡片(0.01%), 海獺的皮革(21.83%), 玻璃珠(3.25%), 珍珠(0.75%), 蒼蠅翅膀(5.0%), 藍寶石(0.25%), 蛤蜊外殼(27.5%), 賽依伐(6.0%), 雙手重劍[2](???%)","cmd_fild04(克克魔海邊)"
"1392","直升機哥布靈","ROTAR_ZAIRO","57","4,411","無形","大","風 2","2592","729","57","34","328","289","(服飾)嚇壞眼的假面(歸屬)(???%), 剎勒空結晶(12.5%), 加勒結晶(27.5%), 巨大傑勒比結晶(2.5%), 直升機哥布靈卡片(0.01%), 蒼蠅翅膀(5.0%), 賽依伐(5.0%), 鋼鐵(2.25%)","prt_f11_a(普隆德拉區域), prt_f11_b(普隆德拉區域), prt_f11_z(普隆德拉區域), prt_fild11(普隆德拉區域)"
"2642","雄壯綠蒼蠅","C2_STEEL_CHONCHON","57","33,680","昆蟲","小","風 1","38880","10930","57","20","321","286","加勒結晶(60.0%), 堅硬外殼(100.0%), 堅硬外皮(0.75%), 綠蒼蠅卡片(0.05%), 蒼蠅翅膀(25.0%), 鋼鐵(0.75%), 鐵(5.0%), 風靈礦石(2.25%)","moc_fild13(蘇克拉特沙漠)"
"2668","菁英海獺","C3_SEE_OTTER","57","25,205","動物","中","水 3","38880","10930","31","18","293","277","海獺卡片(0.05%), 海獺的皮革(100.0%), 玻璃珠(16.25%), 珍珠(3.75%), 蒼蠅翅膀(25.0%), 藍寶石(1.25%), 蛤蜊外殼(100.0%), 賽依伐(30.0%)","cmd_fild04(克克魔海邊)"
"2694","狡猾奈吉鳥","C5_RAGGLER","57","16,840","動物","小","風 1","38880","10930","56","10","304","290","奈吉鳥卡片(0.05%), 神之金屬原石(0.8%), 羽毛(100.0%), 蒼蠅翅膀(25.0%), 賽依伐(75.0%), 防風皮革眼鏡[1](0.2%), 集中藥水(5.0%), 風靈礦石(2.25%)","cmd_fild07(發樂斯燈塔)"
"2813","狡猾刺刀哥布靈","C5_GOBLIN_1","57","18,925","人形","中","風 1","38880","10930","56","5","313","266","哥布靈卡片(0.05%), 哥布靈面具(0.1%), 圓盾[1](0.15%), 德克短劍[3](0.25%), 神之金屬原石(1.1%), 紅色藥草(45.0%), 蒼蠅翅膀(25.0%), 雪勒結晶(100.0%)","prt_f11_a(普隆德拉區域), prt_f11_b(普隆德拉區域), prt_f11_z(普隆德拉區域), prt_fild11(普隆德拉區域)"
"2814","迅捷刺刀哥布靈","C1_GOBLIN_1","57","18,925","人形","中","風 1","38880","10930","56","5","313","266","哥布靈卡片(0.05%), 哥布靈面具(0.1%), 圓盾[1](0.15%), 德克短劍[3](0.25%), 神之金屬原石(1.1%), 紅色藥草(45.0%), 蒼蠅翅膀(25.0%), 雪勒結晶(100.0%)","gef_f11_a(吉芬區域), gef_f11_b(吉芬區域), gef_f11_z(吉芬區域), gef_fild11(吉芬區域)"
"1026","殭屍","MUNAK","58","4,644","不死","中","不死 1","2786","795","77","15","269","264","(服飾)殭屍帽(歸屬)(???%), 冒險衣[1](0.5%), 忍服 血櫻(0.01%), 殭屍卡片(0.01%), 殭屍帽(0.01%), 辮子(45.0%), 返魂符(0.1%), 長靴[1](0.08%)","pay_d02_a(斐揚洞穴3樓), pay_d02_b(斐揚洞穴3樓), pay_d02_z(斐揚洞穴3樓), pay_d03_a(斐揚洞穴4樓-廢村), pay_d03_b(斐揚洞穴4樓-廢村), pay_d03_z(斐揚洞穴4樓-廢村), pay_dun02(斐揚洞穴3樓), pay_dun03(斐揚洞穴4樓-廢村)"
"1125","榔頭哥布靈","GOBLIN_4","58","4,443","人形","中","地 1","2665","492","70","3","287","265","(服飾)無表情的假面(歸屬)(???%), 哥布靈卡片(0.01%), 地靈礦石(0.5%), 時髦眼罩(0.02%), 無表情的假面(0.08%), 紅色藥草(7.5%), 蒼蠅翅膀(5.0%), 銀盾[1](0.03%)","gef_f11_a(吉芬區域), gef_f11_b(吉芬區域), gef_f11_z(吉芬區域), gef_fild11(吉芬區域), prt_f11_a(普隆德拉區域), prt_f11_b(普隆德拉區域), prt_f11_z(普隆德拉區域), prt_fild11(普隆德拉區域)"
"1146","黑狐","MATYR","58","1,930","動物","中","暗 1","","","63","5","280","278","動物外皮(27.5%), 葡萄(1.0%), 鋁原石(0.5%), 魔物飼料(25.0%), 黑狐卡片(0.01%), 黑狐頸鏈(0.05%)","in_sphinx1(人面獅身像地下1樓), in_sphinx2(人面獅身像地下2樓), in_sphinx3(人面獅身像地下3樓), in_sphinx5(人面獅身像地下5樓), moc_pryd03(金字塔3樓), moc_pryd04(金字塔4樓), pry_d03_a(金字塔3樓), pry_d03_b(金字塔3樓), pry_d03_z(金字塔3樓), pry_d04_a(金字塔4樓), pry_d04_b(金字塔4樓), pry_d04_z(金字塔4樓), sp_d01_a(人面獅身像地下1樓), sp_d01_b(人面獅身像地下1樓), sp_d01_z(人面獅身像地下1樓), sp_d02_a(人面獅身像地下2樓), sp_d02_b(人面獅身像地下2樓), sp_d02_z(人面獅身像地下2樓), sp_d03_a(人面獅身像地下3樓), sp_d03_b(人面獅身像地下3樓), sp_d03_z(人面獅身像地下3樓), sp_d05_a(人面獅身像地下5樓), sp_d05_b(人面獅身像地下5樓), sp_d05_z(人面獅身像地下5樓)"
"1149","米洛斯","MINOROUS","58","1,729","動物","大","火 2","","","100","10","305","297","(服飾)米洛斯之角(歸屬)(???%), 斧[3](1.0%), 檸檬(1.5%), 牛頭肉(0.5%), 牛鼻環(26.68%), 神之金屬原石(0.98%), 米洛斯卡片(0.01%), 雙手斧[2](2-3詞條)(???%), 高級鐵砧(0.05%)","in_sphinx4(人面獅身像地下4樓), moc_pryd05(金字塔地下1樓), pry_d05_a(金字塔地下1樓), pry_d05_b(金字塔地下1樓), pry_d05_z(金字塔地下1樓), sp_d04_a(人面獅身像地下4樓), sp_d04_b(人面獅身像地下4樓), sp_d04_z(人面獅身像地下4樓)"
"1245","聖誕哥布靈","GOBLINE_XMAS","58","1,107","人形","中","風 1","4150","768","56","5","304","257","菁英獵人徽章(???%), 雷吉亞裝備自選箱(???%)","gef_f11_a(吉芬區域), gef_f11_b(吉芬區域), gef_f11_z(吉芬區域), gef_fild11(吉芬區域), prt_f11_a(普隆德拉區域), prt_f11_b(普隆德拉區域), prt_f11_z(普隆德拉區域), prt_fild11(普隆德拉區域), ztw_e03_a(薑餅廣場), ztw_e03_b(薑餅廣場), ztw_e03_z(薑餅廣場), ztw_evt03(薑餅廣場)"
"1313","流氓","MOBSTER","58","5,400","人形","中","無 1","2894","840","88","18","295","274","剎勒空結晶(12.5%), 力量戒指(0.01%), 哈密瓜(2.5%), 流氓卡片(0.01%), 萬能藥(2.25%), 藍寶石(22.8%), 鳳梨(2.5%)","cmd_f02_a(克克魔海邊), cmd_f02_b(克克魔海邊), cmd_f02_z(克克魔海邊), cmd_fild02(克克魔海邊)"
"2748","狡猾米洛斯","C5_MINOROUS","58","9,465","動物","大","火 2","","","100","10","305","297","斧[3](5.0%), 檸檬(7.5%), 牛頭肉(2.5%), 牛鼻環(100.0%), 神之金屬原石(4.9%), 米洛斯卡片(0.05%), 高級鐵砧(0.25%)","moc_pryd05(金字塔地下1樓), pry_d05_a(金字塔地下1樓), pry_d05_b(金字塔地下1樓), pry_d05_z(金字塔地下1樓)"
"2749","迅捷米洛斯","C1_MINOROUS","58","9,465","動物","大","火 2","","","100","10","305","297","斧[3](5.0%), 檸檬(7.5%), 牛頭肉(2.5%), 牛鼻環(100.0%), 神之金屬原石(4.9%), 米洛斯卡片(0.05%), 高級鐵砧(0.25%)","in_sphinx4(人面獅身像地下4樓), sp_d04_a(人面獅身像地下4樓), sp_d04_b(人面獅身像地下4樓), sp_d04_z(人面獅身像地下4樓)"
"1029","蛇女伊絲","ISIS","59","2,252","惡魔","大","暗 1","","","83","5","305","277","(服飾)男友招聘!廣告牌(歸屬)(???%), 2克拉鑽石(0.03%), 3克拉鑽石(0.1%), 受損的鑽石(0.75%), 發亮鱗片(5.0%), 蛇女伊絲卡片(0.01%), 頭箍[1](0.03%), 體力項鏈(0.01%), 鱗片皮膚(26.68%)","moc_pryd02(金字塔2樓), moc_pryd04(金字塔4樓), pry_d02_a(金字塔2樓), pry_d02_b(金字塔2樓), pry_d02_z(金字塔2樓), pry_d04_a(金字塔4樓), pry_d04_b(金字塔4樓), pry_d04_z(金字塔4樓)"
"1188","妖道","BON_GUN","59","4,873","不死","中","不死 1","3308","828","88","5","285","269","(服飾)妖道帽(歸屬)(???%), 妖道卡片(0.01%), 妖道帽(0.01%), 短辮子(27.5%), 破舊畫像(0.2%), 老舊卷軸(0.3%), 返魂符(0.08%), 黃色藥草(5.0%), 黃色藥草(6.25%)","pay_d02_a(斐揚洞穴3樓), pay_d02_b(斐揚洞穴3樓), pay_d02_z(斐揚洞穴3樓), pay_d03_a(斐揚洞穴4樓-廢村), pay_d03_b(斐揚洞穴4樓-廢村), pay_d03_z(斐揚洞穴4樓-廢村), pay_dun02(斐揚洞穴3樓), pay_dun03(斐揚洞穴4樓-廢村)"
"2790","雄壯蛇女伊絲","C2_ISIS","59","18,685","惡魔","大","暗 1","","","166","5","305","277","2克拉鑽石(0.15%), 3克拉鑽石(0.5%), 受損的鑽石(3.75%), 發亮鱗片(25.0%), 蛇女伊絲卡片(0.05%), 頭箍[1](0.15%), 體力項鏈(0.05%), 鱗片皮膚(100.0%)","moc_pryd04(金字塔4樓), pry_d04_a(金字塔4樓), pry_d04_b(金字塔4樓), pry_d04_z(金字塔4樓)"
"1074","貝殼魔靈","SHELLFISH","60","4,773","魚貝","小","水 1","2858","809","43","5","273","262","星星的粉末(0.05%), 石頭(2.5%), 蒼蠅翅膀(5.0%), 蛤蜊外殼(27.5%), 蛤蜊肉(5.0%), 貝殼魔靈卡片(0.01%), 鋁原石(0.09%), 黃玉碎片(5.0%)","cmd_f02_a(克克魔海邊), cmd_f02_b(克克魔海邊), cmd_f02_z(克克魔海邊), cmd_fild02(克克魔海邊), cmd_fild04(克克魔海邊), cmd_fild07(發樂斯燈塔)"
"1087","獸人英雄","ORK_HERO","60","","人形","大","地 2","5773680","1137240","197","70","350","388","智天使之斧(0.75%), 猴子髮箍(2.5%), 獸人刀[4](5.0%), 獸人英雄之證(48.5%), 獸人英雄卡片(0.01%), 鋁(22.8%), 鋼盾[1](1.25%)","b_gef_f03(吉芬區域), b_gef_f03_z(吉芬區域)"
"1108","狄奧斯","DEVIACE","60","2,324","魚貝","中","水 4","","","51","16","289","285","人魚之牙(45.0%), 人魚嘴巴(5.0%), 冰靈拳刃(0.02%), 卡塔勒拳刃[2](2-3詞條)(???%), 天線頭飾(0.01%), 帝特立米藥水(1.0%), 水靈原石(0.13%), 狄奧斯卡片(0.01%), 神之金屬原石(0.81%)","iz_d04_a(海盜地洞密穴5樓), iz_d04_b(海盜地洞密穴5樓), iz_d04_z(海盜地洞密穴5樓), iz_dun04(海底洞穴5樓)"
"1264","人魚士兵","MERMAN","60","2,324","人形","中","水 3","2230","304","62","8","291","288","(服飾)防水沐浴帽(歸屬)(???%), 三叉戟[3](???%), 人魚嘴巴(6.5%), 人魚士兵卡片(0.01%), 天藍寶石(0.2%), 檸檬(2.0%), 水靈原石(0.18%), 神之金屬原石(1.02%)","iz_d04_a(海盜地洞密穴5樓), iz_d04_b(海盜地洞密穴5樓), iz_d04_z(海盜地洞密穴5樓), iz_dun04(海底洞穴5樓)"
"1266","海星","ASTER","60","4,298","魚貝","小","地 1","2994","809","70","7","275","262","剎勒空結晶(0.3%), 單細胞(6.0%), 海星卡片(0.01%), 珊瑚(0.2%), 粘稠液體(2.5%), 蒼蠅翅膀(5.0%), 蘋果(0.5%), 黃色藥草(1.0%)","cmd_f02_a(克克魔海邊), cmd_f02_b(克克魔海邊), cmd_f02_z(克克魔海邊), cmd_fild02(克克魔海邊), cmd_fild04(克克魔海邊), cmd_fild07(發樂斯燈塔)"
"2757","憤怒人魚士兵","C4_MERMAN","60","14,700","人形","中","水 3","","","62","8","299","288","三叉戟[3](???%), 人魚嘴巴(32.5%), 人魚士兵卡片(0.05%), 天藍寶石(1.0%), 德瑞尹長戟[2](0.1%), 檸檬(10.0%), 水靈原石(0.9%), 神之金屬原石(5.1%)","iz_d04_a(海盜地洞密穴5樓), iz_d04_b(海盜地洞密穴5樓), iz_d04_z(海盜地洞密穴5樓), iz_dun04(海底洞穴5樓)"
"1036","綠腐屍","GHOUL","61","29,630","不死","中","不死 2","19556","3911","78","5","275","264","亡者牙齒(30.0%), 亡者遺物(0.75%), 白色藥草(3.5%), 神之金屬原石(0.55%), 綠腐屍卡片(0.01%), 綠色藥草(4.0%), 骷髏戒指(0.3%)","gef_d01_a(吉芬地下密穴2樓), gef_d01_b(吉芬地下密穴2樓), gef_d01_z(吉芬地下密穴2樓), gef_d02_a(吉芬地下密穴3樓), gef_d02_b(吉芬地下密穴3樓), gef_d02_z(吉芬地下密穴3樓), gef_dun01(吉芬地下密穴2樓), gef_dun02(吉芬地下密穴3樓)"
"1065","海神","STROUF","61","3,135","魚貝","大","水 3","2634","","67","21","281","273","天藍寶石(0.1%), 德瑞尹長戟[2](0.01%), 柔毛(15.0%), 海神卡片(0.01%), 神之金屬原石(0.58%), 背鰭(26.68%), 鋼鐵鎖子甲[1](0.01%), 鰓刺(7.5%)","iz_d04_a(海盜地洞密穴5樓), iz_d04_b(海盜地洞密穴5樓), iz_d04_z(海盜地洞密穴5樓), iz_dun04(海底洞穴5樓)"
"2823","狡猾綠腐屍","C5_GHOUL","61","313,070","不死","中","不死 2","","","78","5","275","264","亡者牙齒(100.0%), 亡者遺物(3.75%), 白色藥草(17.5%), 神之金屬原石(2.75%), 綠腐屍卡片(0.05%), 綠色藥草(20.0%), 骷髏戒指(1.5%)","gef_d01_a(吉芬地下密穴2樓), gef_d01_b(吉芬地下密穴2樓), gef_d01_z(吉芬地下密穴2樓), gef_dun01(吉芬地下密穴2樓)"
"1308","狂暴哥布靈","PANZER_GOBLIN","62","5,472","人形","中","風 2","1740","609","60","25","328","317","布里刊(17.5%), 火靈原石(0.8%), 煤礦(2.9%), 狂暴哥布靈卡片(0.01%), 賽依伐(22.07%), 鋼鐵(0.9%), 鐵(1.8%)","prt_f11_a(普隆德拉區域), prt_f11_b(普隆德拉區域), prt_f11_z(普隆德拉區域), prt_fild11(普隆德拉區域)"
"1035","赤蒼蠅","HUNTER_FLY","63","5,991","昆蟲","小","風 2","3594","718","46","20","338","338","剎勒空結晶(6.5%), 堅硬外皮(26.68%), 大馬士革短劍[2](0.01%), 神之金屬原石(0.65%), 竹蜻蜓髮圈(0.01%), 赤蒼蠅卡片(0.01%), 鋼鐵(0.5%), 風靈原石(0.15%)","gef_d00_a(吉芬地下密穴1樓), gef_d00_b(吉芬地下密穴1樓), gef_d00_z(吉芬地下密穴1樓), gef_d02_a(吉芬地下密穴3樓), gef_d02_b(吉芬地下密穴3樓), gef_d02_z(吉芬地下密穴3樓), gef_dun00(吉芬地下密穴1樓), gef_dun02(吉芬地下密穴3樓), gl_chy_a(地下公墓), gl_chy_b(地下公墓), gl_chy_z(地下公墓), gl_chyard(地下公墓), gl_dun01(地下洞穴1樓), gl_pri_a(地下監獄1樓), gl_pri_b(地下監獄1樓), gl_pri_z(地下監獄1樓), gl_prison(地下監獄1樓), maz_d01_a(迷宮森林1樓), maz_d01_b(迷宮森林1樓), maz_d01_z(迷宮森林1樓), maz_d03_a(迷宮森林3樓), maz_d03_b(迷宮森林3樓), maz_d03_z(迷宮森林3樓), mjolnir_12(妙勒尼山脈北邊山麓), prt_maze01(迷宮森林1樓), prt_maze03(迷宮森林3樓)"
"1130","南瓜先生","JAKK","63","29,940","無形","中","火 2","19761","3952","90","25","309","299","三叉戟[3](???%), 剎勒空結晶(4.5%), 南瓜(5.0%), 南瓜先生卡片(0.01%), 南瓜頭(45.0%), 泯滅之心(0.03%), 緊身便衣[1](???%), 鋁(0.16%)","gef_d01_a(吉芬地下密穴2樓), gef_d01_b(吉芬地下密穴2樓), gef_d01_z(吉芬地下密穴2樓), gef_dun01(吉芬地下密穴2樓)"
"1138","魔鍋蛋","MAGNOLIA","63","5,840","惡魔","小","水 1","3370","965","51","8","305","292","(服飾)糞便帽(歸屬)(???%), (服飾)魔鍋蛋帽(歸屬)(???%), 剎勒空結晶(0.05%), 加勒結晶(4.0%), 日本刀[2](???%), 破舊平底鍋(45.0%), 雪勒結晶(0.5%), 高級料理器具(0.03%), 魔鍋蛋卡片(0.01%), 黃色藥草(2.0%), 黑色杓子(0.2%)","moc_fild13(蘇克拉特沙漠), prt_fild09(普隆德拉區域)"
"2768","狡猾魔鍋蛋","C5_MAGNOLIA","63","29,200","惡魔","小","水 1","50550","14479","51","8","305","292","剎勒空結晶(0.25%), 加勒結晶(20.0%), 破舊平底鍋(100.0%), 雪勒結晶(2.5%), 高級料理器具(0.15%), 魔鍋蛋卡片(0.05%), 黃色藥草(10.0%), 黑色杓子(1.0%)","prt_fild09(普隆德拉區域)"
"2797","憤怒赤蒼蠅","C4_HUNTER_FLY","63","29,955","昆蟲","小","風 2","","","46","20","359","338","剎勒空結晶(32.5%), 堅硬外皮(100.0%), 大馬士革短劍[2](0.05%), 神之金屬原石(3.25%), 竹蜻蜓髮圈(0.05%), 赤蒼蠅卡片(0.05%), 鋼鐵(2.5%), 風靈原石(0.75%)","gef_d00_a(吉芬地下密穴1樓), gef_d00_b(吉芬地下密穴1樓), gef_d00_z(吉芬地下密穴1樓), gef_dun00(吉芬地下密穴1樓)"
"1170","鬼女","SOHEE","64","5,662","惡魔","中","水 1","3397","1131","61","21","293","283","(服飾)巨大的金鈴噹(歸屬)(???%), 披肩[1](2-3詞條)(???%), 皎潔長袍[1](2-3詞條)(0.03%), 護士帽(0.01%), 長髮(45.0%), 雙刃短劍[3](0.03%), 韓服(0.25%), 馬牌(1.75%), 鬼女卡片(0.01%)","pay_d03_a(斐揚洞穴4樓-廢村), pay_d03_b(斐揚洞穴4樓-廢村), pay_d03_z(斐揚洞穴4樓-廢村), pay_dun03(斐揚洞穴4樓-廢村)"
"2651","迅捷鬼女","C1_SOHEE","64","28,310","惡魔","中","水 1","57600","16965","61","21","293","283","披肩[1](2-3詞條)(0.15%), 皎潔長袍[1](2-3詞條)(0.15%), 護士帽(0.05%), 長髮(100.0%), 雙刃短劍[3](0.15%), 韓服(1.25%), 馬牌(8.75%), 鬼女卡片(0.05%)","pay_d03_a(斐揚洞穴4樓-廢村), pay_d03_b(斐揚洞穴4樓-廢村), pay_d03_z(斐揚洞穴4樓-廢村), pay_dun03(斐揚洞穴4樓-廢村)"
"1086","黃金蟲","GOLDEN_BUG","65","","昆蟲","大","火 2","","","159","81","357","400","寵物鈴鐺(2.5%), 神之金屬(7.5%), 華麗金屬(1.5%), 鋁(10.0%), 黃金(5.0%), 黃金之錘[1](0.75%), 黃金帽(1.25%), 黃金蟲卡片(0.01%)","b_prt_d04(地下水道4樓), b_prt_d04_z(地下水道4樓)"
"1244","聖誕南瓜先生","JAKK_XMAS","65","1,901","無形","中","火 2","526","309","90","25","309","299","菁英獵人徽章(???%), 雷吉亞裝備自選箱(???%)","gef_d01_a(吉芬地下密穴2樓), gef_d01_b(吉芬地下密穴2樓), gef_d01_z(吉芬地下密穴2樓), gef_dun01(吉芬地下密穴2樓), ztw_e03_a(薑餅廣場), ztw_e03_b(薑餅廣場), ztw_e03_z(薑餅廣場), ztw_evt03(薑餅廣場)"
"1274","邪惡摩艾","MEGALITH","65","6,335","無形","大","無 4","3978","1175","66","18","279","335","剎勒空結晶(0.5%), 石頭(5.0%), 邪惡摩艾卡片(0.01%), 鋁(0.31%), 鋁原石(1.04%)","bea_d02_a(北邊洞穴盧安達), bea_d02_b(北邊洞穴盧安達), bea_d02_z(北邊洞穴盧安達), beach_dun2(北邊洞穴盧安達)"
"1058","重金屬蝗蟲","METALLER","66","5,888","昆蟲","中","火 1","3690","1063","72","12","296","298","(服飾)花葉(歸屬)(???%), 吉他[1](???%), 哀唱草(0.1%), 堅硬外殼(15.0%), 火靈礦石(0.3%), 蝗蟲後腿(32.5%), 重金屬蝗蟲卡片(0.01%), 鋁原石(???%), 雙手巨劍[2](???%)","cmd_fild06(山特樂曼西區), cmd_fild09(山特樂曼南區), moc_fild13(蘇克拉特沙漠), prt_fild09(普隆德拉區域)"
"1129","鬼火","HORONG","66","5,613","無形","小","火 4","3367","673","84","35","303","306","剎勒空結晶(2.5%), 火箭矢(50.0%), 火線頭飾(0.03%), 石心(32.5%), 酒精(0.25%), 鋁原石(0.59%), 鬼火卡片(0.01%), 魔物番薯(0.1%)","pay_d04_a(斐揚洞穴5樓-廢村), pay_d04_b(斐揚洞穴5樓-廢村), pay_d04_z(斐揚洞穴5樓-廢村), pay_dun04(斐揚洞穴5樓-廢村)"
"1190","獸人酋長","ORC_LORD","66","","人形","大","地 4","9280656","1579921","256","92","378","419","力量戒指(2.0%), 獸人酋長卡片(0.01%), 血斧(2.0%), 鋁(21.34%), 領導者頭箍(2.0%)","b_gef_f10(獸人村), b_gef_f10_z(獸人村)"
"1258","弓箭哥布靈","GOBLIN_ARCHER","66","5,888","人形","小","毒 1","3690","1063","69","0","304","295","哥布靈面具(0.02%), 坎普茲弓[4](2-3詞條)(0.13%), 弓箭哥布靈卡片(0.01%), 神之金屬箭矢(15.0%), 紅色藥草(3.0%), 葡萄(1.5%), 鐵(1.25%), 雪勒結晶(5.0%)","prt_f11_a(普隆德拉區域), prt_f11_b(普隆德拉區域), prt_f11_z(普隆德拉區域), prt_fild11(普隆德拉區域)"
"1277","將軍魔碑","GREATEST_GENERAL","66","5,563","無形","中","火 2","3337","1063","114","36","300","270","(服飾)判官帽(歸屬)(???%), 停止標誌頭飾(0.01%), 地震術等級3(0.5%), 將軍魔碑卡片(0.01%), 布里刊(10.0%), 木錘[4](2-3詞條)(0.5%), 瑪哪樹枝(10.0%), 馬牌(1.5%), 黃色藥草(1.25%)","pay_d03_a(斐揚洞穴4樓-廢村), pay_d03_b(斐揚洞穴4樓-廢村), pay_d03_z(斐揚洞穴4樓-廢村), pay_d04_a(斐揚洞穴5樓-廢村), pay_d04_b(斐揚洞穴5樓-廢村), pay_d04_z(斐揚洞穴5樓-廢村), pay_dun03(斐揚洞穴4樓-廢村), pay_dun04(斐揚洞穴5樓-廢村), pay_fild10(斐揚森林)"
"1279","三葉蟲","TRI_JOINT","66","6,853","昆蟲","小","地 1","4328","1220","22","5","303","303","三葉蟲卡片(0.01%), 地靈礦石(0.8%), 堅硬外皮(1.9%), 星星的粉末(0.7%), 蘆薈汁液(1.0%), 賽依伐(0.5%), 鋁原石(0.53%)","bea_d02_a(北邊洞穴盧安達), bea_d02_b(北邊洞穴盧安達), bea_d02_z(北邊洞穴盧安達), beach_dun2(北邊洞穴盧安達)"
"1280","噴射哥布靈","STEAM_GOBLIN","66","12,746","人形","中","風 2","6906","2043","85","5","332","334","噴射哥布靈卡片(0.01%), 煤礦(1.6%), 賽依伐(19.4%), 鋁原石(0.62%), 鋼鐵(0.28%), 鐵(1.5%), 雪勒結晶(12.5%)","prt_f11_a(普隆德拉區域), prt_f11_b(普隆德拉區域), prt_f11_z(普隆德拉區域), prt_fild11(普隆德拉區域)"
"1299","哥布靈首領","GOBLIN_LEADER","66","85,900","人形","中","風 1","277516","64427","72","30","337","316","哥布靈首領假面(0.25%), 哥布靈首領卡片(0.01%), 布里刊(7.5%), 憤怒的嘴(0.05%), 神之金屬原石(0.6%), 鋼盾[1](0.01%), 鋼鐵(4.0%), 黃色藥草(3.25%)","gef_f11_a(吉芬區域), gef_f11_b(吉芬區域), gef_f11_z(吉芬區域), gef_fild11(吉芬區域)"
