"id","名稱","敘述","類別","子類別","攻擊","防禦","重量","買價","賣價"
"25173","變詠石(頭中)","減少變動詠唱的石頭。\n於服飾頭中欄位賦予以下能力值。\n變動詠唱-3%。","附魔","(服飾)頭中","0","0","10","20","10"
"25174","變詠石(頭下)","減少變動詠唱的石頭。\n於服飾頭下欄位賦予以下能力值。\n變動詠唱-3%。","附魔","(服飾)頭下","0","0","10","20","10"
"25175","天使之怒石(頭中)","可自動使用天使之怒的石頭。\n於服飾頭中欄位上賦予以下能力值。\n物理攻擊時，以低機率對敵人發動天使之怒Lv.1。","附魔","(服飾)頭中","0","0","10","20","10"
"25176","藍光圈特效石(頭中)","在頭中服飾第4欄位附魔賦予效果。\n藍色光圈","其他","-","0","0","10","20","10"
"25177","影子特效石(頭中)","在頭中服飾第4欄位附魔賦予效果。\n影子\n不適用攻城與PvP地區。","其他","-","0","0","10","20","10"
"25178","粉紅夜光特效石(頭中)","在頭中服飾裝備的第4欄位上附魔及附加特效。\n粉紅夜光","其他","-","0","0","10","20","10"
"25188","少女手帕","鬼女帶在身上的手帕。有一種陰涼感與清涼的香氣。","其他","-","0","0","0","20","10"
"25205","縮小效果特效石(頭下)","在頭下服飾裝備的第4欄位上附魔及附加特效。\n收縮\n攻城及PVP區無法使用。\n只有基本體型變小，特效和手推車等大小不變。","其他","-","0","0","10","20","10"
"25227","治癒石(頭下)","有恢復能力的石頭。\n於服飾頭下欄位上賦予以下能力值。\n可使用治癒術Lv.1。","附魔","(服飾)頭下","0","0","10","20","10"
"25228","瞬間移動石(頭下)","可使用瞬間移動的石頭。\n於服飾頭下欄位上賦予以下能力值。\n可使用瞬間移動Lv.1。","附魔","(服飾)頭下","0","0","10","20","10"
"25302","二刀連擊石(披肩)","可使用二刀連擊的石頭。\n於服飾披肩欄位賦予以下能力值。\n可使用二刀連擊Lv.3。\n(適用所有武器)\n已習得更高等級時，以習得等級發動。","附魔","(服飾)披肩","0","0","10","20","10"
"25303","暴擊石(披肩)","提升暴擊傷害的石頭。\n於服飾披肩欄位賦予以下能力值。\n暴擊傷害+20%.\n搭配暴擊石頭上/中/下時，CRI +10。","附魔","(服飾)披肩","0","0","10","20","10"
"25304","暴擊石(頭上)","提升暴擊傷害的石頭。\n於服飾頭上欄位賦予以下能力值。\n暴擊傷害+3%\n搭配暴擊石頭中/下時，暴擊傷害再+6%。","附魔","(服飾)頭上","0","0","10","20","10"
"25305","暴擊石(頭下)","提升暴擊傷害的石頭。\n於服飾頭下欄位賦予以下能力值。\n暴擊傷害+3%","附魔","(服飾)頭下","0","0","10","20","10"
"25306","變動詠唱石(披肩)","降低變動詠唱的石頭。\n服飾披肩欄位上賦予如下能力值。\n變動詠唱減少10%","附魔","(服飾)披肩","0","0","10","20","10"
"25358","檢索數據卡","在某個地方進行特定操作時，卡片上會顯示資料出來。\n調查後需要歸還。","其他","-","0","0","20","20","10"
"25359","回收宅配箱","三處有著撕開單子後貼上痕跡的結實箱子。應該是再次使用的樣子。\n送到指示的地方吧。","其他","-","0","0","20","20","10"
"25360","簽收單","寫著俐落筆跡的收據。\n把它交給艾爾貝塔商人公會的瑪夏，就可以得到約定的物品。","其他","-","0","0","20","20","10"
"25378","封得很嚴密的信件","嚴密地封起的信件。密封信封的印章上印著D字。","其他","-","0","0","0","20","10"
"25379","封得很嚴密的信件","嚴密地封起的信件。密封信封的印章上印著D字。","其他","-","0","0","0","20","10"
"25380","特製龍鬚湯麵","將龍鬍鬚般細長麵條與湯汁一起盛出的湯麵。神祕且清澈湯汁中帶有彈力的麵條，是克魔島代表性食物。","其他","-","0","0","0","20","10"
"25381","直火煎烤餃子","使用強大火力煎烤出來的餃子。以適當火力將多餘的水分和油分全部蒸發，煎到酥脆又清淡，是克魔島代表性食物。","其他","-","0","0","0","20","10"
"25382","龍頭餅乾","_","其他","-","0","0","0","20","10"
"25383","龍鬚糖","_","其他","-","0","0","0","20","10"
"25399","傑斯塔","從魔物身上掉下來的傑勒比結晶，數萬年來被埋藏在地下承受高壓和高熱之後形成的寶石。\n此外還可用於世界地圖移動服務、精煉所(礦物合成)等。","其他","-","0","0","0","20","10"
"25405","世界樹之露","世界樹之露。\n交還給天地樹的話可獲得祝福。","其他","-","0","0","0","20","10"
"25424","微微發光的結晶體","在生物體上凝聚魔力後，以礦物形態隱隱流淌出魔法的力量。","其他","-","0","0","0","20","10"
"25429","迷思力原石","含被稱作迷思力之貴重礦物的原石。","其他","-","0","0","1","20","10"
"25430","迷思力","從迷思力原石上只提煉出迷思力，並製作純粹的迷思力結晶體。\n雖然輕巧但因為結實的迷思力特性，用途相當多廣。","其他","-","0","0","1","20","10"
"25457","受到詛咒的翡翠","充滿黑色詛咒氣息的翡翠。\n看起來非常稀貴，似乎有辦法利用寶石周圍強大的詛咒力量。","其他","-","0","0","1","20","10"
"25458","晶瑩光芒的白寶石","發出晶瑩光芒的白寶石。\n看起來非常稀貴，寶石裡面似乎沉睡著晶瑩光芒的力量。","其他","-","0","0","1","20","10"
"25459","藍色海洋的藍寶石","充滿藍色海洋力量的藍寶石。\n看起來非常珍貴，寶石裡面似乎含有藍色海洋的力量。","其他","-","0","0","1","20","10"
"25460","血色浸潤的紅寶石","被黑紅血色詛咒的紅寶石。\n看起來非常稀貴，隨意使用的話似乎會被血色詛咒包圍。","其他","-","0","0","1","20","10"
"25464","世界移動券","在導引上搜尋想要去的地點後移動。\n\","其他","-","0","0","0","20","10"
"25465","波利果凍碎片","波利村莊發現的碎片。\n看起來是波利的副產品。\n收集碎片並濃縮的話，將成為物理防具製作上所需的材料。","其他","-","0","0","1","20","10"
"25466","波波利果凍碎片","波利村莊發現的碎片。\n看起來是波波利的副產品。\n收集碎片並濃縮的話，將成為魔法防具製作上所需的材料。","其他","-","0","0","1","20","10"
"25467","土波利果凍碎片","波利村莊發現的碎片。\n看起來是土波利的副產品。\n收集碎片並濃縮的話，將成為特定飾品製作上所需的材料。","其他","-","0","0","1","20","10"
"25468","惡魔波利果凍碎片","波利村莊發現的碎片。\n看起來是惡魔波利的副產品。\n收集碎片並濃縮的話，將成為敏捷防具製作上所需的材料。","其他","-","0","0","1","20","10"
"25469","天使波利果凍碎片","波利村莊發現的碎片。\n看起來是天使波利的副產品。\n收集碎片並濃縮的話，將成為神聖防具製作上需要的材料。","其他","-","0","0","1","20","10"
"25470","紅蓮的果凍石","波利果凍碎片進行高密度壓縮後，誕生了散發紅色光芒的果凍石。\n於製作蘊含物理力量的特定裝備時使用。","其他","-","0","0","1","20","10"
"25471","清風的果凍石","波波利果凍碎片進行高密度壓縮後，誕生了散發淡綠光芒的果凍石。\n於製作蘊含魔法力量的特定裝備時使用。","其他","-","0","0","1","20","10"
"25472","黃昏果凍石","土波利果凍碎片進行高密度壓縮後，誕生了散發霞色光芒的果凍石。\n於製作特定飾品時使用。","其他","-","0","0","1","20","10"
"25473","混沌果凍石","惡魔波利果凍碎片進行高密度壓縮後，誕生了散發紫色光芒的果凍石。\n於製作蘊含敏捷的特定裝備時使用。","其他","-","0","0","1","20","10"
"25474","神聖的果凍石","天使波利果凍碎片進行高密度壓縮後，誕生了散發明亮光芒的果凍石。\n於製作蘊含神聖的特定裝備時使用。","其他","-","0","0","1","20","10"
"25475","藍光結晶體","由生物體掉落出凝聚魔力且散發藍光的結晶體。","其他","-","0","0","0","20","10"
"25505","王牌外卡","在遊戲上密藏水道使用的狂暴喵卡片。\n賣給收藏品商人。","其他","-","0","0","1","20","10"
"25506","可愛的掃把","帶有可愛裝飾的少女風格的掃把。\n賣給收藏品商人。","其他","-","0","0","1","20","10"
"25507","絢麗的珊瑚","海洋上生長的草。顯眼的華麗顏色很帥氣。\n賣給收藏品商人。","其他","-","0","0","1","20","10"
"25508","獸人將軍徽章","用藍色繪製的獸人信物。在獸人裡象徵著更高的身份。\n賣給收藏品商人。","其他","-","0","0","1","20","10"
"25509","亮晶晶圓殼","閃閃發亮發光的外殼。以圓形型態持續晾曬。\n賣給收藏品商人。","消耗/恢復","-","0","0","1","20","10"
"25630","公會基地鑄幣","在公會基地副本上可以獲得的貴重鑄幣。帶給基地內NPC的話可以兌換道具。","其他","-","0","0","0","20","10"
"25736","高級美髮券II","造型店專屬美髮券II,\n可以選擇新髮型。","其他","-","0","0","0","20","10"
"25791","背包擴充券[活動專用]","可擴充背包最大格數的票券。\n_\n<TIPBOX>[使用方法說明]<INFO>65</INFO></TIPBOX>","其他","-","0","0","0","20","10"
"25792","背包擴充券","可擴充背包最大格數的票券。\n_\n<TIPBOX>[使用方法說明]<INFO>65</INFO></TIPBOX>","其他","-","0","0","0","20","10"
"26016","王室騎士長矛","榮譽騎士使用過的白色長矛\n聖十字攻擊、連刺攻擊傷害+10%。\n精煉+7以上時，聖十字攻擊、連刺攻擊傷害+5%\n精煉+9以上時，聖十字攻擊、連刺攻擊傷害再+10%","武器","雙手矛","180","0","250","20","10"
"26019","下級公會員長矛","「※WOE-FE戰區追加屬性」\n對玩家造成的物理傷害+25%。\n忽視玩家物理防禦力10%。\n精煉每+1時，對玩家造成的物理傷害再+1%。\n精煉+7以上時，忽視玩家的防禦力5%。\n精煉+9以上時，對玩家造成的物理傷害再+15%，\n精煉+10以上，使用連刺攻擊時，對敵人以一定機率施予昏迷，依照精煉度提高昏迷機率。\n使用聖十字攻擊時，一定機率對敵人施予沉默效果，依照精煉度提高沉默機率。","武器","雙手槍","220","0","130","20","10"
"26138","業火魔杖","火魔巫師使用的魔杖。\n附有火屬性魔法。請注意使用時可能會燙傷。\nMSP+100\n隕石術、火柱攻擊傷害+10%\n精煉+7以上時，隕石術、火柱攻擊傷害再+5%\n精煉+9以上時，隕石術、火柱攻擊傷害再+5%\nMATK + 125","武器","單手杖","70","0","70","20","10"
"26139","寒冰魔杖","冰魔巫師使用的魔杖。\n附有水屬性魔法。請注意使用時可能會凍傷。\nMSP+100\n暴風雪、霜凍之術、冰凍術傷害+10%\n精煉+7以上時，暴風雪、霜凍之術、冰凍術傷害再+5%\n精煉+9以上時，暴風雪、霜凍之術、冰凍術傷害再+5%\nMATK + 125","武器","單手杖","70","0","70","20","10"
"26140","女巫掃帚","魔女使用的掃帚外形就像一般掃把，但能感受到細微的魔力。\n但一般人似乎無法搭乘飛翔。\n受一般物理攻擊時，以低機率觸發泥沼地1Lv。(遠距離攻擊受到攻擊時機率減半)。對無型魔物的魔法傷害+5%。\n精煉+7以上時，變動詠唱-10%\n精煉+9以上時，對無型魔物的的魔法傷害+10%\nMATK + 125","武器","單手杖","50","0","40","20","10"
"26146","下級公會員治癒之杖","「※WOE-FE戰區追加屬性」\n治癒量10%。\n技能後延遲減少5%。\n無法破壞。\n精煉每+1時，治癒量+1%、加速術、天使之賜福SP消耗量－2%。\n精煉+7以上時，治癒量額外+5%。\n精煉+9以上時，治癒量額外+10%，\n精煉+10以上，使用治癒術以一定機率20秒內治癒量+25%，精煉每+1時，可額外+1%。\nMATK + 125","武器","單手法杖","70","0","50","20","10"
"26147","下級公會員言靈魔杖","「※WOE-FE戰區追加屬性」\n對玩家的魔法傷害+15%。\n忽視玩家的魔法防禦力10%。\n無法破壞。\n精煉每+1時，對玩家的魔法傷害再+1%。\n精煉每+2時，MATK+5。\n精煉+7以上時，額外忽視玩家的魔法防禦力5%。\n精煉+9以上時，對玩家的魔法傷害再+5%\n精煉+10以上，地元素領域的變動詠唱-30%，使用水元素領域、風元素領域、火元素領域時，所有魔法於10秒內減少礦石消耗1個。\nMATK + 115","武器","單手法杖","60","0","50","20","10"
"26148","鴞裊.D.魔杖","鴞裊首領偶爾代替雨傘使用的法杖。\n不可破壞。\n變動詠唱減少10%\n精煉+7以上時，治癒術恢復量+12%\n精煉+9以上時，十字驅魔攻擊傷害+20%\nMATK + 140","武器","單手杖","60","0","80","20","10"
"26205","舞孃公會鞭子","舞孃公會所授予的鞭子。","武器","鞭子","135","0","0","20","10"
"26210","下級公會員細刃鞭子","「※WOE-FE戰區追加屬性」\n對玩家的物理傷害+15%。\n忽視玩家物理防禦力5%。\n精煉每+1時，對玩家的物理傷害再+1%。\n精煉+7以上時，忽視玩家的防禦力5%。\n精煉+9以上時，對玩家的物理傷害再+15%。\n精煉+10以上，使用臨機應變技時，60秒內纏箭投擲傷害+30%、HIT+20、變動詠唱-30%。\n依照精煉度不同，HIT和纏箭投擲的傷害額外增加。","武器","鞭子","70","0","40","20","10"
"27153","黃金蟲卡片","MDEF + 250。\n裝備者的DEF-90%。","卡片","盾牌","0","0","1","20","10"
"27154","蟻后卡片","念屬性、風屬性攻擊抗性+20%。\n火屬性、暗屬性攻擊抗性-15%。\n受到人類型、玩家型、動物型敵人的傷害-30%。","卡片","盾牌","0","0","1","20","10"
"27206","死靈卡片","攻擊速度增加(攻擊後延遲-15%)。","卡片","飾品","0","0","1","20","10"
"27207","月夜貓卡片","無限[移動加速]","卡片","飾品","0","0","1","20","10"
"27208","俄塞里斯卡片","復活時，HP和SP全部恢復。\n裝備時所受治癒量+20%。","卡片","飾品","0","0","1","20","10"
"27266","赤蒼蠅卡片","物理攻擊時，以一定機率5秒內每1秒恢復HP100。","卡片","武器","0","0","1","20","10"
"27267","皮里恩卡片","HIT + 100。","卡片","飾品","0","0","1","20","10"
"27268","德古拉男爵卡片","物理、魔法攻擊時，以一定機率7秒內每1秒恢復SP20。","卡片","武器","0","0","1","20","10"
"27269","冰暴騎士卡片","一般物理攻擊時，以一定機率對敵人施放暴風雪1Lv。\n物理攻擊時，以一定機率使敵人冰凍。\n暴風雪擊中敵人時，以一定機率使敵人石化、中毒、黑暗、混亂。(武器精煉度提升時，觸發機率提升)","卡片","武器","0","0","1","20","10"
"27270","超異小丑卡片","盾牌精煉每+1時，MDEF+10。和裘卡卡片一起裝備時物理、魔法攻擊時，以一定機率7秒內變身為裘卡。變身期間ATK+70、MATK+70、每1秒失去HP 77、SP 7。","卡片","盾牌","0","0","1","20","10"
"27271","伊莉莎白卡片","盾牌精煉每+1時，MATK+4和巫婆卡片一起裝備時，鎧甲精煉度每+1，INT+1。","卡片","盾牌","0","0","1","20","10"
"27272","珍妮佛卡片","受到的遠距離物理傷害-5%。鎧甲精煉每+1時，受遠距離物理傷害額外-1%。\n和梅納海葵卡片一起裝備時，防盾精煉每+2時，ASPD+1。","卡片","鎧甲","0","0","1","20","10"
"27273","獸人將軍卡片","武器為鈍器時，精煉每+1，CRI+1，\n精煉+10時，必殺攻擊傷害+10%。\n武器為拳套時，精煉每+1，攻擊速度增加（攻擊後延遲-1%），\n精煉+10時，ASPD+2。\n和獸人戰士長卡片一起裝備時，\nASPD+2、ATK+25。","卡片","武器","0","0","1","20","10"
"27274","吉克勞斯甲蟲卡片","ASPD + 2。和捲甲蟲卡片一起裝備時\n盾牌精煉度每提高1點，FLEE + 2。","卡片","鞋子","0","0","1","20","10"
"27275","血腥騎士卡片","普通攻擊時，以一定機率施放隕石術Lv1。(遠距離觸發率為一半)\n近距離攻擊時，以一定機率使敵人暈眩。\n隕石術擊中敵人時，以一定機率使敵人黑暗、混亂、沉默。(武器精煉度提升時，觸發機率提升)","卡片","武器","0","0","1","20","10"
"28028","刺客公會拳刃","刺客公會所授予的拳刃。","武器","拳刃","135","0","0","20","10"
"28032","監獄監視者","充滿監獄寒氣的銳利拳刃。\n音速投擲傷害+20%。\n精煉每+2，攻擊速度增加（攻擊後延遲減少1%）。\n精煉+7以上時，必殺攻擊力+10%\n精煉+9以上時，必殺攻擊力再+10%","武器","拳刃","140","0","100","20","10"
"28036","下級公會員秘刃闇嘯","「※WOE-FE戰區追加屬性」\n對玩家造成的物理傷害+20%。\n忽視玩家物理防禦力5%。\n精煉每+1時，對玩家造成的物理傷害再+1%。\n精煉+7以上時，再額外忽視玩家的防禦力5%。\n精煉+9以上時，對玩家造成的物理傷害再+15%，\n精煉+10以上，一般物理攻擊時，一定機率於7秒內必殺攻擊傷害+20%、依照武器的精煉度再+2%。","武器","拳刃","125","0","60","20","10"
"28129","鐵匠公會斧","鐵匠公會所授予的雙手斧。\n無法破壞。","武器","雙手斧","180","0","0","20","10"
"28133","下級公會員雙手斧","「※WOE-FE戰區追加屬性」\n對玩家造成的物理傷害+25%。\n忽視玩家物理防禦力10%。\n無法破壞。\n精煉每+1時，對玩家造成的物理傷害再+1%。\n精煉+7以上時，額外忽視玩家物理防禦力5%。\n精煉+9以上時，對玩家造成的物理傷害再+15%、一般物理攻擊時，以一定機率觸發[致命傷口]，提高攻擊速度(攻擊後延遲降低10%)。\n精煉+10以上，使用凶砍時，20秒內物理攻擊，以低機率破壞敵人的武器，依照精煉度提高破壞機率。","武器","雙手斧","175","0","150","20","10"
"28539","征伐隊戒指","作為討伐獎勵授予的戒指。\nSTR+2、INT+2。","防具","飾品","0","0","10","20","10"
"28540","遠征隊戒指","作為遠征獎勵授予的戒指。\nSTR + 3。","防具","飾品","0","0","10","20","10"
"28541","遠征隊魔法戒指","作為遠征獎勵授予的魔法戒指。\nINT + 3。","防具","飾品","0","0","10","20","10"
"28568","受到詛咒的翡翠耳環","受到詛咒的翡翠為精工過的耳環。\n裝備時，精工翡翠的巨大力量似乎傳遍了全身。\n可精煉。\nDEX+2、AGI+2。\n精煉度達到7時，額外賦予DEX+2，AGI+2。\n精煉+9時，BaseLv每+25時，攻擊速度增加（攻擊後延遲-2%）。","防具","飾品（右邊）","0","3","50","20","10"
"28569","晶瑩光芒的白寶石耳環","晶瑩光芒的白寶石為精工過的耳環。\n裝備時，精工白寶石的巨大力量似乎傳遍了全身。\n可精煉。\nINT+2、VIT+2。\n精煉度達到7時，額外賦予INT+2，VIT+2。\n精煉+9時，BaseLv每+25時，變動詠唱-2%。","防具","飾品（右邊）","0","3","50","20","10"
"28570","藍色誓詞戒指","藍色海洋氣息的藍寶石為精工過的戒指。\n據說若不能遵守戒指的誓言，就會受到大海的詛咒。\n可精煉。\nINT+2、DEX+2。\n精煉度達到7時，額外賦予INT+2，DEX+2。\n精煉+9時，BaseLv每+20時，火屬性、水屬性魔法傷害增加1%。","防具","飾品（左邊）","0","3","50","20","10"
"28571","紅色盟誓戒指","血紅寶石為精工過的戒指。\n據說如果不能遵守戒指的誓言，就會受到血色的詛咒。\n可精煉。\nLUK+2、AGI+2。\n精煉度達到7時，額外賦予LUK+2，AGI+2。\n精煉+9時，BaseLv每+20時，必殺攻擊傷害增加1%。","防具","飾品（左邊）","0","3","50","20","10"
"28619","囚犯日記本","冤獄囚犯所撰寫的日記本，有著避開守衛偷偷撰寫的痕跡。\n對不死型魔物的物理傷害+10%。\n精煉+7以上時，對不死型魔物物理傷害+5%\n精煉+9以上時，ASPD+1，對不死型魔物物理傷害再+10%\n和犯人服一起穿戴，並進行一般攻擊時，以低機率於6秒內CRI+30","武器","書籍","125","0","50","20","10"
"28620","賢者魔法學院魔攻書","賢者魔法學院所授予的書籍。\nMATK + 115","武器","書籍","115","0","0","20","10"
"28621","奧丁東正教會聖言之書","奧丁東正教會所授予的聖言之書。\nMATK + 115","武器","書籍","115","0","0","20","10"
"28743","流氓公會短劍","流氓公會所授予的短劍。","武器","短劍","125","0","0","20","10"
"28751","下級公會員長柄短劍","「※WOE-FE戰區追加屬性」\n對玩家的物理傷害+15%。\n忽視玩家物理防禦力5%。\n精煉每+1時，對玩家的物理傷害再+1%。\n精煉+7以上時，忽視玩家的防禦力5%。\n精煉+9以上時，對玩家的物理傷害再+15%。\n精煉+10以上，使用隱匿時，20秒內潛擊攻擊力+50%、HIT+30。","武器","短劍","90","0","30","20","10"
"29014","STR+3，INT-3","STR+3，INT-3。","其他","-","0","0","0","20","10"
"29015","STR+3，DEX-3","STR+3，DEX-3。\n搭配「STR+3，INT-3」時，DEX+3，INT+3。","其他","-","0","0","0","20","10"
"29016","INT+3，DEX-3","INT+3，DEX-3。","其他","-","0","0","0","20","10"
"29017","INT+3，VIT-3","INT+3，VIT-3。\n搭配「INT+3，DEX-3」時，DEX+3，VIT+3。","其他","-","0","0","0","20","10"
"29018","DEX+3，VIT-3","DEX+3，VIT-3。","其他","-","0","0","0","20","10"
"29019","DEX+3，AGI-3","DEX+3，AGI-3。\n搭配「DEX+3，VIT-3」時，VIT+3，AGI+3。","其他","-","0","0","0","20","10"
"29020","VIT+3，AGI-3","VIT+3，AGI-3。","其他","-","0","0","0","20","10"
"29021","VIT+3，LUK-3","VIT+3，LUK-3。\n搭配「VIT+3，AGI-3」時，LUK+3，AGI+3。","其他","-","0","0","0","20","10"
"29022","AGI+3，LUK-3","AGI+3，LUK-3。","其他","-","0","0","0","20","10"
"29023","AGI+3，STR-3","AGI+3，STR-3。\n搭配「AGI+3，LUK-3」時，LUK+3，STR+3。","其他","-","0","0","0","20","10"
"29024","LUK+3，STR-3","LUK+3，STR-3。","其他","-","0","0","0","20","10"
"29025","LUK+3，INT-3","LUK+3，INT-3。\n搭配「LUK+3，STR-3」時，STR+3，INT+3。","其他","-","0","0","0","20","10"
"29026","DEF+20","DEF+20","其他","-","0","0","0","20","10"
"29027","經驗值石(頭下)","從魔物得到的經驗值+2%。\n與服飾附魔「經驗值石(頭上)」、「經驗值石(頭中)」、「經驗值石(頭下)」同時搭配時，從魔物得到的經驗值再+3%。","其他","-","0","0","0","20","10"
"29028","ATK+1%(頭上)","ATK+1%。","其他","-","0","0","0","20","10"
"29029","ATK+1%(頭下)","ATK+1%。\n與服飾附魔「ATK+1%」、「ATK+1%(頭上)」、「ATK+1%(頭下)」同時搭配時，ATK再+2%。","其他","-","0","0","0","20","10"
"29030","MATK+1%(頭上)","MATK+1%。","其他","-","0","0","0","20","10"
"29031","MATK+1%(頭下)","MATK+1%。\n與服飾附魔「MATK+1%」、「MATK+1%(頭上)」、「MATK+1%(頭下)」同時搭配時，MATK再+2%。","其他","-","0","0","0","20","10"
"29033","MDEF+4","MDEF+4\n搭配DEF+20時，HIT+5，FLEE+5。","其他","-","0","0","0","20","10"
"29047","致命","必殺攻擊傷害3%","其他","-","0","0","0","20","10"
"29051","解毒","可使用解毒1Lv。","其他","-","0","0","0","20","10"
"29052","痊癒術","可使用痊癒術1Lv。","其他","-","0","0","0","20","10"
"29057","霸邪之陣","可使用霸邪之陣1Lv。","其他","-","0","0","0","20","10"
"29144","縮小效果","縮小效果\n攻城及PVP區無法使用。\n只有基本體型變小，特效和手推車等大小不變。","其他","-","0","0","0","20","10"
"29145","經驗值石(頭中)","從魔物得到的經驗值+2%。","其他","-","0","0","0","20","10"
"29146","物品鑑定","可使用物品鑑定1Lv。","消耗/恢復","-","0","0","0","20","10"
"29155","天使之怒","物理攻擊時，以低機率對敵人發動天使之怒Lv.1。","其他","-","0","0","0","20","10"
"29156","變詠石(頭上)","變動詠唱-3%。\n搭配變詠石(頭中)、變詠石(頭下)時，變動詠唱再-6%。","其他","-","0","0","0","20","10"
"29157","變詠石(頭中)","變動詠唱-3%。","其他","-","0","0","0","20","10"
"29158","變詠石(頭下)","變動詠唱-3%。","其他","-","0","0","0","20","10"
"29159","經驗值石(頭上)","從魔物得到的經驗值+2%。","其他","-","0","0","0","20","10"
"29160","藍光圈特效","藍光圈特效","其他","-","0","0","0","20","10"
"29161","粉紅夜光特效","粉紅夜光特效","其他","-","0","0","0","20","10"
"29162","影子特效","影子特效","其他","-","0","0","0","20","10"
"29227","治癒術","可使用治癒術1Lv。","其他","-","0","0","0","20","10"
"29229","瞬間移動","可使用瞬間移動1Lv。","其他","-","0","0","0","20","10"
"29358","變動詠唱減少","變動詠唱減少10%","其他","-","0","0","0","20","10"
"29359","暴擊石(頭上)","暴擊傷害+3%。\n搭配暴擊石(頭中)、暴擊石(頭下)時，暴擊傷害再+6%。","其他","-","0","0","0","20","10"
"29360","暴擊石(頭下)","暴擊傷害+3%。","其他","-","0","0","0","20","10"
"29361","致命(披肩)","暴擊傷害+20%。\n搭配暴擊石(頭上)、暴擊石(頭中)、暴擊石(頭下)時，CRI+10。","其他","-","0","0","0","20","10"
"29362","二刀連擊","可使用二刀連擊3Lv。\n(適用所有武器)\n已習得更高等級時，以習得等級發動。","其他","-","0","0","0","20","10"
"29387","劍士精髓1Lv","怒爆SP消耗-10。\n狂擊每+2級，攻擊速度增加（攻擊後延遲-1%）。","其他","-","0","0","0","20","10"
"29388","商人精髓1Lv","低價買進每+1級，ATK+2。\n高價賣出每+2級，攻擊速度增加（攻擊後延遲-1%）。","其他","-","0","0","0","20","10"
"29389","盜賊精髓1Lv","當裝備職業為盜賊時，ATK+30。\n偷竊每+2級，攻擊速度增加（攻擊後延遲-1%）。","其他","-","0","0","0","20","10"
"29390","魔法師精髓1Lv","冰箭術、火箭術、雷擊術的傷害+20%。\n火焰之壁每+2級，變動詠唱-1%。","其他","-","0","0","0","20","10"
"29391","服事精髓1Lv","治癒術、加速術、天使之賜福SP消耗-15%。\n治癒術每+2級，治癒量+1%。","其他","-","0","0","0","20","10"
"29392","弓箭手精髓1Lv","二連矢SP消耗-5。\n蒼鷹之眼每+1級，弓攻擊力+1%。","其他","-","0","0","0","20","10"
"29393","劍士精髓2Lv","怒爆SP消耗-10。\n狂擊技能等級每+1時，攻擊速度增加（攻擊後延遲減少）1%。\n鎧甲每精煉+2時，怒爆傷害增加15%。","其他","-","0","0","0","20","10"
"29394","商人精髓2Lv","低價買進技能等級每+1時，ATK+2。\n高價賣出技能等級每+1時，攻擊速度增加（攻擊後延遲減少）1%。\n鎧甲每精煉+2時，MHP+100。","其他","-","0","0","0","20","10"
"29395","盜賊精髓2Lv","偷竊每+1級，攻擊速度增加（攻擊後延遲減少）1%。\n鎧甲每精煉+2時，FLEE+10\n當裝備職業為盜賊系列時，ATK+30","其他","-","0","0","0","20","10"
"29396","魔法師精髓2Lv","冰箭術、火箭術、雷擊術的傷害+20%。\n火焰之壁技能等級每+1時，變動詠唱-1%。\n每精煉+2時，MSP+50。","其他","-","0","0","0","20","10"
"29397","服事精髓2Lv","治癒術、加速術、天使之賜福SP消耗-15%。\n治癒術技能等級每+1時，治癒量+1%。\n鎧甲每精煉+2時，MHP+70、MSP+30。","其他","-","0","0","0","20","10"
"29398","弓箭手精髓2Lv","二連矢SP消耗-5。\n蒼鷹之眼技能等級每+1時，弓攻擊力+2%。\n鎧甲每精煉+2時，箭雨傷害+5%。","其他","-","0","0","0","20","10"
"29399","騎士精髓1Lv","騎兵修練技能等級每+1時，CRI+3。\n怪物互擊傷害+20%。\n鎧甲每精煉+1時，攻擊速度增加(攻擊後延遲減少)1%。","其他","-","0","0","0","20","10"
"29400","鐵匠精髓1Lv","武器值最大化技能等級每+1時，CRI+3。\n鎧甲每精煉+1時，攻擊速度增加(攻擊後延遲減少)1%。\n當裝備職業為商人系列時，CRI+10。","其他","-","0","0","0","20","10"
"29401","刺客精髓1Lv","無影之牙技能等級每+1時，CRI+3。\n音速投擲傷害+20%。\n鎧甲每精煉+1時，爆擊傷害+1%。","其他","-","0","0","0","20","10"
"29402","巫師精髓1Lv","崩裂術技能等級每+1時，變動詠唱-3%。\n隕石術、暴風雪、怒雷強擊傷害+20%。\n鎧甲每精煉+2時，MATK+1%。","其他","-","0","0","0","20","10"
"29403","祭司精髓1Lv","聖母之頌歌技能等級每+1時，變動詠唱-3%。\n十字驅魔攻擊傷害+20%。\n鎧甲每精煉+2時，十字驅魔攻擊傷害+5%。","其他","-","0","0","0","20","10"
"29404","獵人精髓1Lv","閃電衝擊技能等級每+1時，攻擊速度（攻擊後延遲減少）2%。\n閃電衝擊的傷害+40%。\n鎧甲每精煉+1時，LUK + 1。","其他","-","0","0","0","20","10"
"29405","十字軍精髓1Lv","信任技能等級每+1時，ATK+3。\n聖十字攻擊傷害+15%。\n鎧甲每精煉+2時，MHP+100。","其他","-","0","0","0","20","10"
