魔物名稱,等級,血量,95%迴避,100%命中,屬性,種族,體型,base經驗血量比(經驗值/血量),job經驗血量比,所屬地圖,魔物詳細資料
邪靈魔導士,92,71576,388,367,無4,人形,大,0.6,0.12,鐘塔1樓 (c_tower1)；鐘塔2樓 (c_tower2)；鐘塔3樓 (c_tower3)；鐘塔4樓 (c_tower4)；鐘塔1樓 (tow_d01_a)；鐘塔1樓 (tow_d01_b)；鐘塔1樓 (tow_d01_z)；鐘塔2樓 (tow_d02_a)；鐘塔2樓 (tow_d02_b)；鐘塔2樓 (tow_d02_z)；鐘塔3樓 (tow_d03_a)；鐘塔3樓 (tow_d03_b)；鐘塔3樓 (tow_d03_z),https://twroz.wiki/mob?search_query=1377
兔斯拉,102,132023,375,381,暗2,惡魔,小,0.6,0.12,尼芙菲姆偏僻村落斯凱領頓 (nif_f01_a)；尼芙菲姆偏僻村落斯凱領頓 (nif_f01_b)；尼芙菲姆偏僻村落斯凱領頓 (nif_f01_z)；尼芙菲姆鬼峽谷 (nif_f02_a)；尼芙菲姆鬼峽谷 (nif_f02_b)；尼芙菲姆鬼峽谷 (nif_f02_z)；尼芙菲姆偏僻村落斯凱領頓 (nif_fild01)；尼芙菲姆鬼峽谷 (nif_fild02)；亡者國都尼芙菲姆 (niflheim),https://twroz.wiki/mob?search_query=1510
刺刀哥布靈,57,3785,266,313,風1,人形,中,0.6,0.1107,吉芬區域 (gef_f11_a)；吉芬區域 (gef_f11_b)；吉芬區域 (gef_f11_z)；吉芬區域 (gef_fild11)；普隆德拉區域 (prt_f11_a)；普隆德拉區域 (prt_f11_b)；普隆德拉區域 (prt_f11_z)；普隆德拉區域 (prt_fild11),https://twroz.wiki/mob?search_query=1122
刺尾蜻蜓,86,112165,324,355,風2,昆蟲,中,0.6,0.12,龜島 (tur_d01_a)；龜島 (tur_d01_b)；龜島 (tur_d01_z)；龜島 (tur_dun01),https://twroz.wiki/mob?search_query=1321
刺蝟蟲,27,473,230,238,地1,動物,小,0.7357,0.1459,迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；妙勒尼山脈北區 (mjolnir_01)；斐揚森林 (pay_fild07)；迷宮森林1樓 (prt_maze01),https://twroz.wiki/mob?search_query=1103
刺錘哥布靈,67,7545,282,306,水1,人形,中,0.5082,0.1469,普隆德拉區域 (prt_f11_a)；普隆德拉區域 (prt_f11_b)；普隆德拉區域 (prt_f11_z)；普隆德拉區域 (prt_fild11),https://twroz.wiki/mob?search_query=1126
奈吉鳥,57,3368,290,304,風1,動物,小,0.7696,0.2164,發樂斯燈塔 (cmd_fild07),https://twroz.wiki/mob?search_query=1254
奈利蟲,98,21918,367,353,地1,動物,小,0.6331,0.1857,西邊洞穴加露 (bea_d01_a)；西邊洞穴加露 (bea_d01_b)；西邊洞穴加露 (bea_d01_z)；西邊洞穴加露 (beach_dun),https://twroz.wiki/mob?search_query=1255
岩石龜,92,170798,324,340,地2,動物,中,0,0,龜島密穴 (tur_d02_a)；龜島密穴 (tur_d02_b)；龜島密穴 (tur_d02_z)；龜島密穴 (tur_dun02),https://twroz.wiki/mob?search_query=1316
帕莎納,118,133635,369,355,火2,人形,中,0.6,0,人面獅身像地下3樓 (in_sphinx3)；人面獅身像地下4樓 (in_sphinx4)；人面獅身像地下5樓 (in_sphinx5)；人面獅身像地下3樓 (sp_d03_a)；人面獅身像地下3樓 (sp_d03_b)；人面獅身像地下3樓 (sp_d03_z)；人面獅身像地下4樓 (sp_d04_a)；人面獅身像地下4樓 (sp_d04_b)；人面獅身像地下4樓 (sp_d04_z)；人面獅身像地下5樓 (sp_d05_a)；人面獅身像地下5樓 (sp_d05_b)；人面獅身像地下5樓 (sp_d05_z),https://twroz.wiki/mob?search_query=1154
拉鏈熊,117,182743,336,345,暗1,動物,中,0,0,崑崙西王母神殿 (gon_d01_a)；崑崙西王母神殿 (gon_d01_b)；崑崙西王母神殿 (gon_d01_z)；崑崙西王母神殿 (gon_dun01),https://twroz.wiki/mob?search_query=1417
松鼠,41,1564,252,256,地1,動物,小,0.5997,0.1196,哎喲泰雅 原野 (ayo_f01_a)；哎喲泰雅 原野 (ayo_f01_b)；哎喲泰雅 原野 (ayo_f01_z)；哎喲泰雅 原野 (ayo_fild01)；吉芬區域 (gef_fild02)；吉芬區域 (gef_fild09)；迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；斐揚森林 (pay_fild09)；普隆德拉區域 (prt_fild10)；迷宮森林1樓 (prt_maze01),https://twroz.wiki/mob?search_query=1104
果樹龜,90,131422,318,323,無2,動物,中,0.66,0,龜島 (tur_d01_a)；龜島 (tur_d01_b)；龜島 (tur_d01_z)；龜島密穴 (tur_d02_a)；龜島密穴 (tur_d02_b)；龜島密穴 (tur_d02_z)；良龜村 (tur_d03_a)；良龜村 (tur_d03_b)；良龜村 (tur_d03_z)；舊良宮 (tur_d04_a)；舊良宮 (tur_d04_b)；舊良宮 (tur_d04_z)；龜島 (tur_dun01)；龜島密穴 (tur_dun02)；良龜村 (tur_dun03)；舊良宮 (tur_dun04),https://twroz.wiki/mob?search_query=1314
武士火槍兵,123,238326,368,338,不死2,不死,中,0,0,天津町 地下森林戰場 (ama_d02_a)；天津町 地下森林戰場 (ama_d02_b)；天津町 地下森林戰場 (ama_d02_z)；天津町 地下神舍 (ama_d03_a)；天津町 地下神舍 (ama_d03_b)；天津町 地下神舍 (ama_d03_z)；天津町 榻榻米迷宮 (ama_dun01)；天津町 地下森林戰場 (ama_dun02)；天津町 地下神舍 (ama_dun03),https://twroz.wiki/mob?search_query=1403
法老王,127,128587500,504,449,暗3,人形,大,0,0,人面獅身像地下5樓 (b_sp_d05)；人面獅身像地下5樓 (b_sp_d05_z),https://twroz.wiki/mob?search_query=1157
波利,1,55,178,203,水1,植物,中,2.7273,0.5455,吉芬區域 (gef_fild00)；吉芬區域 (gef_fild07)；迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；斐揚森林 (pay_f01_a)；斐揚森林 (pay_f01_b)；斐揚森林 (pay_f01_z)；斐揚森林 (pay_f03_a)；斐揚森林 (pay_f03_b)；斐揚森林 (pay_f03_z)；蘇克拉特沙漠 (pay_f04_a)；蘇克拉特沙漠 (pay_f04_b)；蘇克拉特沙漠 (pay_f04_z)；斐揚森林 (pay_fild01)；斐揚森林 (pay_fild03)；蘇克拉特沙漠 (pay_fild04)；普隆德拉區域 (prt_f08_a)；普隆德拉區域 (prt_f08_b)；普隆德拉區域 (prt_f08_z)；普隆德拉區域 (prt_fild01)；普隆德拉區域 (prt_fild06)；普隆德拉區域 (prt_fild08)；迷宮森林1樓 (prt_maze01)；玩具工廠倉庫 (xma_d01_a)；玩具工廠倉庫 (xma_d01_b)；玩具工廠倉庫 (xma_d01_z)；玩具工廠倉庫 (xmas_dun01),https://twroz.wiki/mob?search_query=1002
波利之王,50,3780,269,283,水1,植物,中,3.7381,0.9132,迷宮森林3樓 (maz_d03_a)；迷宮森林3樓 (maz_d03_b)；迷宮森林3樓 (maz_d03_z)；蘇克拉特沙漠 (pay_fild04)；迷宮森林3樓 (prt_maze03),https://twroz.wiki/mob?search_query=1090
波波利,33,887,240,260,毒1,植物,中,0.5998,0.2401,吉芬地下密穴1樓 (gef_d00_a)；吉芬地下密穴1樓 (gef_d00_b)；吉芬地下密穴1樓 (gef_d00_z)；吉芬地下密穴1樓 (gef_dun00)；吉芬區域 (gef_fild02)；迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；迷宮森林3樓 (maz_d03_a)；迷宮森林3樓 (maz_d03_b)；迷宮森林3樓 (maz_d03_z)；妙勒尼山脈北區 (mjolnir_02)；金字塔1樓 (moc_pryd01)；金字塔2樓 (moc_pryd02)；斐揚洞穴1樓 (pay_d00_a)；斐揚洞穴1樓 (pay_d00_b)；斐揚洞穴1樓 (pay_d00_z)；斐揚洞穴3樓 (pay_d02_a)；斐揚洞穴3樓 (pay_d02_b)；斐揚洞穴3樓 (pay_d02_z)；斐揚洞穴1樓 (pay_dun00)；斐揚洞穴3樓 (pay_dun02)；蘇克拉特沙漠 (pay_f04_a)；蘇克拉特沙漠 (pay_f04_b)；蘇克拉特沙漠 (pay_f04_z)；蘇克拉特沙漠 (pay_fild04)；普隆德拉區域 (prt_fild03)；普隆德拉區域 (prt_fild10)；迷宮森林1樓 (prt_maze01)；迷宮森林2樓 (prt_maze02)；迷宮森林3樓 (prt_maze03)；金字塔1樓 (pry_d01_a)；金字塔1樓 (pry_d01_b)；金字塔1樓 (pry_d01_z)；金字塔2樓 (pry_d02_a)；金字塔2樓 (pry_d02_b)；金字塔2樓 (pry_d02_z)；玩具工廠倉庫 (xma_d01_a)；玩具工廠倉庫 (xma_d01_b)；玩具工廠倉庫 (xma_d01_z)；玩具工廠倉庫 (xmas_dun01),https://twroz.wiki/mob?search_query=1031
泥人,79,11933,291,292,地3,無形,中,0.8999,0.1798,蘇克拉特沙漠 (moc_f16_a)；蘇克拉特沙漠 (moc_f16_b)；蘇克拉特沙漠 (moc_f16_z)；蘇克拉特沙漠 (moc_fild16)；蘇克拉特沙漠 (moc_fild17),https://twroz.wiki/mob?search_query=1165
狐仙,115,204254,343,410,風2,動物,中,0,0,龍之城審良宮 (lou_d03_a)；龍之城審良宮 (lou_d03_b)；龍之城審良宮 (lou_d03_z)；龍之城審良宮 (lou_dun03),https://twroz.wiki/mob?search_query=1513
玩具士兵,82,73800,289,294,無3,無形,中,0.6,0.1108,玩具分類場 (xma_d02_a)；玩具分類場 (xma_d02_b)；玩具分類場 (xma_d02_z)；玩具分類場 (xmas_dun02),https://twroz.wiki/mob?search_query=1248
直升機哥布靈,57,4411,289,328,風2,無形,大,0.5876,0.1653,普隆德拉區域 (prt_f11_a)；普隆德拉區域 (prt_f11_b)；普隆德拉區域 (prt_f11_z)；普隆德拉區域 (prt_fild11),https://twroz.wiki/mob?search_query=1392
虎王,84,79568740,421,381,火1,動物,大,0.214,0.0331,斐揚森林 (b_pay_f10)；斐揚森林 (b_pay_f10_z),https://twroz.wiki/mob?search_query=1115
虎蜥人,109,70850,365,381,水2,魚貝,中,0.72,0.132,地下洞穴1樓 (gl_dun01)；地下水道4樓 (gl_sew04),https://twroz.wiki/mob?search_query=1206
長老樹精,37,1088,236,251,火2,植物,中,0.9688,0.2555,吉芬區域 (gef_fild02)；妙勒尼山脈北區 (mjolnir_02)；斐揚森林 (pay_fild09)；普隆德拉區域 (prt_fild10),https://twroz.wiki/mob?search_query=1033
阿修羅狂戰士,102,47704,391,373,無2,人形,大,0,0,地下監獄2樓 (gl_prison1),https://twroz.wiki/mob?search_query=1202
青蛇,18,203,207,229,地1,動物,中,1.803,0.399,迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；斐揚森林 (pay_f08_a)；斐揚森林 (pay_f08_b)；斐揚森林 (pay_f08_z)；斐揚森林 (pay_fild02)；斐揚森林 (pay_fild06)；斐揚森林 (pay_fild08)；迷宮森林1樓 (prt_maze01),https://twroz.wiki/mob?search_query=1025
俄塞里斯,68,75000000,425,380,不死4,不死,中,0,0,金字塔4樓 (b_pry_d04)；金字塔4樓 (b_pry_d04_z),https://twroz.wiki/mob?search_query=1038
南瓜先生,63,29940,299,309,火2,無形,中,0.9,0.18,吉芬地下密穴2樓 (gef_d01_a)；吉芬地下密穴2樓 (gef_d01_b)；吉芬地下密穴2樓 (gef_d01_z)；吉芬地下密穴2樓 (gef_dun01),https://twroz.wiki/mob?search_query=1130
南瓜魂,101,128290,372,350,不死1,不死,小,0.6,0.12,尼芙菲姆鬼峽谷 (nif_f02_a)；尼芙菲姆鬼峽谷 (nif_f02_b)；尼芙菲姆鬼峽谷 (nif_f02_z)；尼芙菲姆鬼峽谷 (nif_fild02)；亡者國都尼芙菲姆 (niflheim),https://twroz.wiki/mob?search_query=1509
幽靈弓箭手,82,119716,396,312,暗2,惡魔,中,0.0988,0,克雷斯特漢姆古城2樓 (gl_c02_a)；克雷斯特漢姆古城2樓 (gl_c02_b)；克雷斯特漢姆古城2樓 (gl_c02_z)；克雷斯特漢姆古城2樓 (gl_cas02)；騎士團1樓 (gl_k01_a)；騎士團1樓 (gl_k01_b)；騎士團1樓 (gl_k01_z)；騎士團1樓 (gl_knt01)；騎士團2樓 (gl_knt02),https://twroz.wiki/mob?search_query=1276
幽靈波利,100,2235494,411,398,念4,惡魔,中,0.1161,0.0573,迷宮森林3樓 (maz_d03_a)；迷宮森林3樓 (maz_d03_b)；迷宮森林3樓 (maz_d03_z)；迷宮森林3樓 (prt_maze03),https://twroz.wiki/mob?search_query=1120
幽靈劍士,85,128900,370,377,暗2,人形,大,0.1345,0,克雷斯特漢姆古城2樓 (gl_c02_a)；克雷斯特漢姆古城2樓 (gl_c02_b)；克雷斯特漢姆古城2樓 (gl_c02_z)；克雷斯特漢姆古城2樓 (gl_cas02)；騎士團1樓 (gl_k01_a)；騎士團1樓 (gl_k01_b)；騎士團1樓 (gl_k01_z)；騎士團1樓 (gl_knt01)；騎士團2樓 (gl_knt02)；樓梯迷宮 (gl_step),https://twroz.wiki/mob?search_query=1163
毒魔菇,28,583,219,246,毒1,植物,中,1.1012,0.2762,吉芬地下密穴1樓 (gef_d00_a)；吉芬地下密穴1樓 (gef_d00_b)；吉芬地下密穴1樓 (gef_d00_z)；吉芬地下密穴1樓 (gef_dun00)；妙勒尼山脈南區 (mjolnir_06)；地下水道3樓 (prt_d03_a)；地下水道3樓 (prt_d03_b)；地下水道3樓 (prt_d03_z)；地下水道3樓 (prt_sewb3),https://twroz.wiki/mob?search_query=1077
流氓,58,5400,274,295,無1,人形,中,0.5359,0.1556,克克魔海邊 (cmd_f02_a)；克克魔海邊 (cmd_f02_b)；克克魔海邊 (cmd_f02_z)；克克魔海邊 (cmd_fild02),https://twroz.wiki/mob?search_query=1313
流浪之狼,93,8203,376,359,地1,動物,中,0,0,迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；迷宮森林3樓 (maz_d03_a)；迷宮森林3樓 (maz_d03_b)；迷宮森林3樓 (maz_d03_z)；迷宮森林1樓 (prt_maze01)；迷宮森林3樓 (prt_maze03),https://twroz.wiki/mob?search_query=1092
流浪的糕餅,1,0,0,0,地4,無形,中,,,天津町 地下森林戰場 (ama_d02_z)；天津町 地下神舍 (ama_d03_z)；天津町原野 (ama_f01_z)；螞蟻地獄密穴1樓 (an_d01_z)；螞蟻地獄密穴2樓 (an_d02_z)；哎喲泰雅古代神殿內部 (ayo_d01_z)；哎喲泰雅古代神殿內部 (ayo_d02_z)；哎喲泰雅 原野 (ayo_f01_z)；哎喲泰雅 原野 (ayo_f02_z)；西邊洞穴加露 (bea_d01_z)；北邊洞穴盧安達 (bea_d02_z)；東邊洞穴馬吾 (bea_d03_z)；克克魔海邊 (cmd_f02_z)；吉芬地下密穴1樓 (gef_d00_z)；吉芬地下密穴2樓 (gef_d01_z)；吉芬地下密穴3樓 (gef_d02_z)；吉芬區域 (gef_f04_z)；冷豔舞姬村 (gef_f05_z)；獸人村 (gef_f10_z)；吉芬區域 (gef_f11_z)；克雷斯特漢姆古城1樓 (gl_c01_z)；克雷斯特漢姆古城2樓 (gl_c02_z)；修道院 (gl_chu_z)；地下公墓 (gl_chy_z)；地下洞穴2樓 (gl_d02_z)；騎士團1樓 (gl_k01_z)；地下監獄1樓 (gl_pri_z)；海盜地洞密穴1樓 (iz_d00_z)；海盜地洞密穴2樓 (iz_d01_z)；海盜地洞密穴3樓 (iz_d02_z)；海盜地洞密穴4樓 (iz_d03_z)；海盜地洞密穴5樓 (iz_d04_z)；龍之城審良宮 (lou_d01_z)；龍之城王陵內部 (lou_d02_z)；龍之城審良宮 (lou_d03_z)；龍之城審良宮 (lou_f01_z)；迷宮森林1樓 (maz_d01_z)；迷宮森林3樓 (maz_d03_z)；妙勒尼廢棄礦場1樓 (mjo_d01_z)；妙勒尼 廢棄礦場2樓 (mjo_d02_z)；妙勒尼廢棄礦場3樓 (mjo_d03_z)；蘇克拉特沙漠 (moc_f12_z)；蘇克拉特沙漠 (moc_f16_z)；蘇克拉特沙漠 (moc_f18_z)；尼芙菲姆偏僻村落斯凱領頓 (nif_f01_z)；尼芙菲姆鬼峽谷 (nif_f02_z)；獸人地下洞窟1樓 (orc_d01_z)；獸人地下洞窟2樓 (orc_d02_z)；斐揚洞穴1樓 (pay_d00_z)；斐揚洞穴2樓 (pay_d01_z)；斐揚洞穴3樓 (pay_d02_z)；斐揚洞穴4樓-廢村 (pay_d03_z)；斐揚洞穴5樓-廢村 (pay_d04_z)；斐揚森林 (pay_f01_z)；斐揚森林 (pay_f03_z)；蘇克拉特沙漠 (pay_f04_z)；斐揚森林 (pay_f08_z)；地下水道1樓 (prt_d01_z)；地下水道2樓 (prt_d02_z)；地下水道3樓 (prt_d03_z)；地下水道4樓 (prt_d04_z)；普隆德拉區域 (prt_f02_z)；普隆德拉區域 (prt_f07_z)；普隆德拉區域 (prt_f08_z)；普隆德拉區域 (prt_f11_z)；金字塔1樓 (pry_d01_z)；金字塔2樓 (pry_d02_z)；金字塔3樓 (pry_d03_z)；金字塔4樓 (pry_d04_z)；金字塔地下1樓 (pry_d05_z)；金字塔地下2樓 (pry_d06_z)；人面獅身像地下1樓 (sp_d01_z)；人面獅身像地下2樓 (sp_d02_z)；人面獅身像地下3樓 (sp_d03_z)；人面獅身像地下4樓 (sp_d04_z)；人面獅身像地下5樓 (sp_d05_z)；鐘塔1樓 (tow_d01_z)；鐘塔2樓 (tow_d02_z)；鐘塔3樓 (tow_d03_z)；失事輪1樓 (tre_d01_z)；失事輪2樓 (tre_d02_z)；龜島 (tur_d01_z)；龜島密穴 (tur_d02_z)；良龜村 (tur_d03_z)；舊良宮 (tur_d04_z)；玩具工廠倉庫 (xma_d01_z)；玩具分類場 (xma_d02_z)；薑餅城區域 (xma_f01_z),https://twroz.wiki/mob?search_query=25188
狡猾大嘴鳥,27,2625,226,238,火1,動物,大,3.4514,0.8579,蘇克拉特沙漠 (moc_fild02),https://twroz.wiki/mob?search_query=2718
狡猾卡拉特小丑,103,46110,369,377,風2,惡魔,中,0,0,克雷斯特漢姆古城1樓 (gl_c01_a)；克雷斯特漢姆古城1樓 (gl_c01_b)；克雷斯特漢姆古城1樓 (gl_c01_z)；克雷斯特漢姆古城1樓 (gl_cas01),https://twroz.wiki/mob?search_query=2877
狡猾史汀,104,50715,401,357,地3,無形,中,0,0,地下水道3樓 (gl_sew03),https://twroz.wiki/mob?search_query=2640
狡猾米洛斯,58,9465,297,305,火2,動物,大,0,0,金字塔地下1樓 (moc_pryd05)；金字塔地下1樓 (pry_d05_a)；金字塔地下1樓 (pry_d05_b)；金字塔地下1樓 (pry_d05_z),https://twroz.wiki/mob?search_query=2748
狡猾米糕,103,26675,357,312,地3,無形,中,0,0,龍之城審良宮 (lou_f01_a)；龍之城審良宮 (lou_f01_b)；龍之城審良宮 (lou_f01_z)；龍之城原野 (lou_fild01),https://twroz.wiki/mob?search_query=2793
狡猾艾吉歐蜈蚣,97,112540,301,326,毒1,昆蟲,大,1.3345,0.4009,妙勒尼山脈南區 (mjolnir_11),https://twroz.wiki/mob?search_query=2891
狡猾兵蟻,34,4485,232,253,地1,昆蟲,小,3.1639,0.7804,螞蟻地獄密穴1樓 (an_d01_a)；螞蟻地獄密穴1樓 (an_d01_b)；螞蟻地獄密穴1樓 (an_d01_z)；螞蟻地獄密穴1樓 (anthell01)；山特樂曼東區 (cmd_fild08),https://twroz.wiki/mob?search_query=2857
狡猾吸血蝙蝠,24,1980,214,243,暗1,動物,小,0,0,金字塔1樓 (moc_pryd01)；地下水道1樓 (prt_d01_a)；地下水道1樓 (prt_d01_b)；地下水道1樓 (prt_d01_z)；地下水道1樓 (prt_sewb1)；金字塔1樓 (pry_d01_a)；金字塔1樓 (pry_d01_b)；金字塔1樓 (pry_d01_z),https://twroz.wiki/mob?search_query=2833
狡猾妖仙女,126,2728143,379,355,暗3,惡魔,中,0.8182,0,崑崙武陵道院 (gon_d03_a)；崑崙武陵道院 (gon_d03_b)；崑崙武陵道院 (gon_d03_z)；崑崙武陵道院 (gon_dun03),https://twroz.wiki/mob?search_query=2617
狡猾邪惡箱,56,9695,335,376,無3,無形,中,0,0,金字塔地下2樓 (moc_pryd06)；金字塔地下2樓 (pry_d06_a)；金字塔地下2樓 (pry_d06_b)；金字塔地下2樓 (pry_d06_z),https://twroz.wiki/mob?search_query=2753
狡猾邪骸礦工,88,492321,303,306,不死1,不死,中,1.8484,0.3656,妙勒尼廢棄礦場3樓 (mjo_d03_a)；妙勒尼廢棄礦場3樓 (mjo_d03_b)；妙勒尼廢棄礦場3樓 (mjo_d03_z)；妙勒尼廢棄礦場3樓 (mjo_dun03),https://twroz.wiki/mob?search_query=2660
狡猾刺刀哥布靈,57,18925,266,313,風1,人形,中,2.0544,0.5775,普隆德拉區域 (prt_f11_a)；普隆德拉區域 (prt_f11_b)；普隆德拉區域 (prt_f11_z)；普隆德拉區域 (prt_fild11),https://twroz.wiki/mob?search_query=2813
狡猾奈吉鳥,57,16840,290,304,風1,動物,小,2.3088,0.649,發樂斯燈塔 (cmd_fild07),https://twroz.wiki/mob?search_query=2694
狡猾波利,1,275,178,203,水1,植物,中,16.3636,1.4182,普隆德拉區域 (prt_f08_a)；普隆德拉區域 (prt_f08_b)；普隆德拉區域 (prt_f08_z)；普隆德拉區域 (prt_fild08),https://twroz.wiki/mob?search_query=2698
狡猾波波利,33,4435,240,260,毒1,植物,中,2.8072,0.7211,蘇克拉特沙漠 (pay_f04_a)；蘇克拉特沙漠 (pay_f04_b)；蘇克拉特沙漠 (pay_f04_z)；蘇克拉特沙漠 (pay_fild04),https://twroz.wiki/mob?search_query=2703
狡猾突變蛙,40,9750,240,250,水2,魚貝,中,1.8462,0.5019,東邊洞穴馬吾 (bea_d03_a)；東邊洞穴馬吾 (bea_d03_b)；東邊洞穴馬吾 (bea_d03_z)；東邊洞穴馬吾 (beach_dun3),https://twroz.wiki/mob?search_query=2635
狡猾紅蝙蝠,47,5810,273,285,暗2,動物,小,0,0,人面獅身像地下1樓 (in_sphinx1)；人面獅身像地下1樓 (sp_d01_a)；人面獅身像地下1樓 (sp_d01_b)；人面獅身像地下1樓 (sp_d01_z),https://twroz.wiki/mob?search_query=2847
狡猾豹皮怪,108,25935,330,306,地3,惡魔,中,0,0,龍之城審良宮 (lou_d01_a)；龍之城審良宮 (lou_d01_b)；龍之城審良宮 (lou_d01_z)；龍之城王陵 (lou_dun01),https://twroz.wiki/mob?search_query=2778
狡猾馬爾杜克,109,,366,363,火1,人形,大,,,人面獅身像地下3樓 (in_sphinx3)；人面獅身像地下3樓 (sp_d03_a)；人面獅身像地下3樓 (sp_d03_b)；人面獅身像地下3樓 (sp_d03_z),https://twroz.wiki/mob?search_query=2763
狡猾假面鬼,103,145075,368,365,地4,惡魔,中,1.772,0.5216,尼芙菲姆偏僻村落斯凱領頓 (nif_f01_a)；尼芙菲姆偏僻村落斯凱領頓 (nif_f01_b)；尼芙菲姆偏僻村落斯凱領頓 (nif_f01_z)；尼芙菲姆偏僻村落斯凱領頓 (nif_fild01),https://twroz.wiki/mob?search_query=2852
狡猾搖滾蝗蟲,15,775,203,234,地1,昆蟲,中,6.7355,1.3832,普隆德拉區域 (prt_f07_a)；普隆德拉區域 (prt_f07_b)；普隆德拉區域 (prt_f07_z)；普隆德拉區域 (prt_fild07),https://twroz.wiki/mob?search_query=2680
狡猾蜂兵,11,425,188,236,風1,昆蟲,小,0,0,普隆德拉區域 (prt_fild05),https://twroz.wiki/mob?search_query=2798
狡猾綠腐屍,61,313070,264,275,不死2,不死,中,0,0,吉芬地下密穴2樓 (gef_d01_a)；吉芬地下密穴2樓 (gef_d01_b)；吉芬地下密穴2樓 (gef_d01_z)；吉芬地下密穴2樓 (gef_dun01),https://twroz.wiki/mob?search_query=2823
狡猾綠變色龍,66,34330,291,311,地2,動物,中,1.6918,0.4643,巴不其卡森林 (cmd_fild01),https://twroz.wiki/mob?search_query=2808
狡猾舞獅,106,19715,335,364,風2,龍,中,0,0,龍之城審良宮 (lou_d03_a)；龍之城審良宮 (lou_d03_b)；龍之城審良宮 (lou_d03_z)；龍之城審良宮 (lou_dun03),https://twroz.wiki/mob?search_query=2862
狡猾蒼蠅,5,240,184,210,風1,昆蟲,小,18.75,2.4375,吉芬區域 (gef_fild00),https://twroz.wiki/mob?search_query=2872
狡猾劍魚,52,9815,255,270,水2,魚貝,中,0,0,海盜地洞密穴4樓 (iz_d03_a)；海盜地洞密穴4樓 (iz_d03_b)；海盜地洞密穴4樓 (iz_d03_z)；海底洞穴4樓 (iz_dun03),https://twroz.wiki/mob?search_query=2713
狡猾蝸牛,19,1325,211,240,水1,昆蟲,大,4.0302,0.957,普隆德拉區域 (prt_fild04),https://twroz.wiki/mob?search_query=2905
狡猾瓢蟲,23,1340,237,236,風1,昆蟲,小,5.306,1.2881,普隆德拉區域 (prt_f02_a)；普隆德拉區域 (prt_f02_b)；普隆德拉區域 (prt_f02_z)；普隆德拉區域 (prt_fild02),https://twroz.wiki/mob?search_query=2645
狡猾闇神官,80,25745,336,313,不死4,不死,大,6.6002,1.3197,修道院 (gl_chu_a)；修道院 (gl_chu_b)；修道院 (gl_chu_z)；修道院 (gl_church),https://twroz.wiki/mob?search_query=2838
狡猾獸人腐屍,51,15165,279,269,不死1,不死,中,2.36,0.5767,獸人地下洞窟1樓 (orc_d01_a)；獸人地下洞窟1樓 (orc_d01_b)；獸人地下洞窟1樓 (orc_d01_z)；獸人地下洞窟1樓 (orcsdun01),https://twroz.wiki/mob?search_query=2723
狡猾蠍子,16,680,206,232,火1,昆蟲,小,7.4559,1.6485,蘇克拉特沙漠 (moc_f18_a)；蘇克拉特沙漠 (moc_f18_b)；蘇克拉特沙漠 (moc_f18_z)；蘇克拉特沙漠 (moc_fild18),https://twroz.wiki/mob?search_query=2670
狡猾鐘怪,88,278100,332,365,無3,無形,中,1.613,0.3226,鐘塔3樓 (c_tower3)；鐘塔3樓 (tow_d03_a)；鐘塔3樓 (tow_d03_b)；鐘塔3樓 (tow_d03_z),https://twroz.wiki/mob?search_query=2910
狡猾魔鍋蛋,63,29200,292,305,水1,惡魔,小,1.7312,0.4959,普隆德拉區域 (prt_fild09),https://twroz.wiki/mob?search_query=2768
珍妮佛,126,,,,毒1,魚貝,中,,,鐘塔地下3樓 (alde_dun03),https://twroz.wiki/mob?search_query=20177
